number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,isParent
INC0015747,Resolved,True,0,0,1,True,Caller 3466,Opened by  24,2016-04-06 08:21:00,,,Updated by 60,2016-04-06 09:10:00,Phone,Location 143,Category 26,Subcategory 164,Symptom 295,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 09:10:00,2016-11-04 09:59:00,No
INC0015746,Resolved,True,1,0,3,True,Caller 2522,Opened by  17,2016-04-06 08:21:00,Created by 10,2016-04-06 08:26:00,Updated by 310,2016-04-06 09:12:00,Phone,Location 143,Category 46,Subcategory 191,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,False,True,Do Not Notify,code 6,Resolved by 69,2016-04-06 09:12:00,2016-11-04 09:59:00,No
INC0015733,Closed,False,0,0,3,True,Caller 1904,Opened by  180,2016-04-06 07:57:00,Created by 81,2016-04-06 07:58:00,Updated by 908,2016-04-11 09:59:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-04-06 09:20:00,2016-11-04 09:59:00,No
INC0015765,Closed,False,0,0,2,True,Caller 5639,Opened by  17,2016-04-06 08:44:00,,,Updated by 908,2016-04-11 09:59:00,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 09:23:00,2016-11-04 09:59:00,No
INC0015070,Resolved,True,0,0,3,True,Caller 3160,Opened by  24,2016-04-04 16:50:00,,,Updated by 533,2016-04-06 09:58:00,Phone,Location 204,Category 61,Subcategory 164,Symptom 114,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,code 6,Resolved by 180,2016-04-06 09:58:00,2016-11-04 09:59:00,No
INC0015816,Resolved,True,0,0,2,True,Caller 3099,Opened by  17,2016-04-06 09:36:00,,,Updated by 44,2016-04-06 09:44:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 09:44:00,2016-11-04 09:59:00,No
INC0015814,Resolved,True,0,0,2,True,Caller 1904,Opened by  180,2016-04-06 09:32:00,Created by 81,2016-04-06 09:33:00,Updated by 340,2016-04-06 09:44:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-04-06 09:44:00,2016-11-04 09:59:00,No
INC0015813,Resolved,True,0,0,1,True,Caller 2059,Opened by  24,2016-04-06 09:30:00,,,Updated by 60,2016-04-06 09:41:00,Phone,Location 111,Category 37,Subcategory 135,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 09:41:00,2016-11-04 09:59:00,No
INC0015809,Resolved,True,0,0,2,True,Caller 1904,Opened by  180,2016-04-06 09:26:00,Created by 81,2016-04-06 09:27:00,Updated by 340,2016-04-06 09:32:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-04-06 09:32:00,2016-11-04 09:59:00,No
INC0015804,Resolved,True,0,0,1,True,Caller 285,Opened by  17,2016-04-06 09:22:00,,,Updated by 44,2016-04-06 09:33:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 09:33:00,2016-11-04 09:59:00,No
INC0015803,Resolved,True,0,0,1,True,Caller 4442,Opened by  17,2016-04-06 09:21:00,,,Updated by 44,2016-04-06 09:31:00,Phone,Location 161,Category 35,Subcategory 28,Symptom 506,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 10,Resolved by 11,2016-04-06 09:31:00,2016-11-04 09:59:00,No
INC0015801,Resolved,True,0,0,2,True,Caller 1904,Opened by  180,2016-04-06 09:21:00,Created by 81,2016-04-06 09:21:00,Updated by 340,2016-04-06 09:26:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-04-06 09:26:00,2016-11-04 09:59:00,No
INC0015799,Resolved,True,0,0,1,True,Caller 2059,Opened by  24,2016-04-06 09:19:00,,,Updated by 60,2016-04-06 09:28:00,Phone,Location 111,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 09:28:00,2016-11-04 09:59:00,No
INC0015797,Resolved,True,0,0,3,True,Caller 2072,Opened by  62,2016-04-06 09:19:00,Created by 33,2016-04-06 09:20:00,Updated by 133,2016-04-06 09:43:00,Phone,Location 204,Category 53,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,True,Do Not Notify,code 7,Resolved by 32,2016-04-06 09:43:00,2016-11-04 09:59:00,No
INC0015790,Resolved,True,1,0,1,True,Caller 4911,Opened by  62,2016-04-06 09:11:00,Created by 33,2016-04-06 09:36:00,Updated by 133,2016-04-06 09:36:00,Phone,Location 143,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,True,Do Not Notify,code 9,Resolved by 32,2016-04-06 09:36:00,2016-11-04 09:59:00,No
INC0015789,Resolved,True,0,0,1,True,Caller 5639,Opened by  24,2016-04-06 09:10:00,,,Updated by 60,2016-04-06 09:12:00,Phone,Location 93,Category 26,Subcategory 175,Symptom 120,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 09:12:00,2016-11-04 09:59:00,No
INC0015783,Closed,False,0,0,2,True,Caller 741,Opened by  501,2016-04-06 09:03:00,Created by 216,2016-04-06 09:06:00,Updated by 908,2016-04-11 09:59:00,Phone,Location 204,Category 46,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,2016-04-06 09:29:00,2016-11-04 09:59:00,No
INC0015819,Resolved,True,0,0,0,True,Caller 2384,Opened by  62,2016-04-06 09:39:00,Created by 33,2016-04-06 09:54:00,Updated by 133,2016-04-06 09:54:00,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,False,Do Not Notify,code 9,Resolved by 32,2016-04-06 09:54:00,2016-11-04 09:59:00,No
INC0015807,Closed,False,0,0,2,True,Caller 3288,Opened by  17,2016-04-06 09:26:00,,,Updated by 908,2016-04-11 09:59:00,Phone,Location 204,Category 53,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-04-06 09:50:00,2016-11-04 09:59:00,No
INC0015828,Closed,False,0,0,2,True,Caller 2059,Opened by  17,2016-04-06 09:47:00,,,Updated by 908,2016-04-11 09:59:00,Phone,Location 111,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 09:55:00,2016-11-04 09:59:00,No
INC0010611,Closed,False,6,0,17,False,Caller 2928,Opened by  228,2016-03-23 14:53:00,Created by 101,2016-03-23 15:10:00,Updated by 908,2016-04-11 09:59:00,Phone,Location 161,Category 37,Subcategory 135,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 49,False,True,Do Not Notify,code 6,Resolved by 46,2016-04-06 09:18:00,2016-11-04 09:59:00,No
INC0014504,Closed,False,0,0,6,True,Caller 5304,Opened by  17,2016-04-03 16:52:00,Created by 10,2016-04-03 17:09:00,Updated by 908,2016-04-11 09:59:00,Phone,Location 108,Category 42,Subcategory 29,Symptom 423,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 214,False,True,Do Not Notify,code 9,Resolved by 195,2016-04-06 09:33:00,2016-11-04 09:59:00,No
INC0011727,Resolved,True,2,0,9,True,Caller 1006,Opened by  24,2016-03-28 09:18:00,Created by 13,2016-03-28 09:21:00,Updated by 519,2016-04-06 09:27:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,code 6,Resolved by 126,2016-04-06 09:27:00,2016-11-04 09:59:00,No
INC0011764,Closed,False,5,0,15,False,Caller 944,Opened by  24,2016-03-28 09:49:00,Created by 13,2016-03-28 09:56:00,Updated by 908,2016-04-11 09:59:00,Phone,Location 204,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 49,False,True,Do Not Notify,code 6,Resolved by 46,2016-04-06 09:14:00,2016-11-04 09:59:00,No
INC0011854,Closed,False,0,0,9,False,Caller 5445,Opened by  17,2016-03-28 10:50:00,,,Updated by 908,2016-04-11 09:59:00,Phone,Location 51,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-06 09:45:00,2016-11-04 09:59:00,No
INC0011879,Closed,False,1,0,6,False,Caller 894,,2016-03-28 11:08:00,Created by 89,2016-03-28 11:18:00,Updated by 908,2016-04-11 09:59:00,Phone,Location 111,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-06 09:39:00,2016-11-04 09:59:00,No
INC0014236,Resolved,True,0,0,1,True,Caller 360,Opened by  24,2016-04-01 15:53:00,Created by 13,2016-04-01 15:57:00,Updated by 60,2016-04-01 15:58:00,Phone,Location 96,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-06 09:09:00,2016-11-04 09:59:00,No
INC0013731,Resolved,True,0,0,4,True,Caller 163,Opened by  305,2016-03-31 19:16:00,,,Updated by 44,2016-04-06 09:37:00,Phone,Location 161,Category 13,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 09:37:00,2016-11-04 09:59:00,No
INC0012305,Closed,False,1,0,10,False,Caller 3761,Opened by  17,2016-03-29 08:43:00,,,Updated by 908,2016-04-11 09:59:00,Phone,Location 187,Category 23,Subcategory 3,Symptom 470,2 - Medium,1 - High,2 - High,Group 72,Resolver 123,False,True,Do Not Notify,code 8,Resolved by 111,2016-04-06 09:28:00,2016-11-04 09:59:00,No
INC0013464,Resolved,True,4,0,10,True,Caller 5459,Opened by  40,2016-03-31 11:13:00,Created by 20,2016-03-31 11:16:00,Updated by 60,2016-04-06 09:55:00,Phone,Location 96,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 09:55:00,2016-11-04 09:59:00,No
INC0007349,Resolved,True,13,0,29,True,Caller 1614,Opened by  17,2016-03-15 14:42:00,Created by 10,2016-03-15 15:19:00,Updated by 874,2016-03-28 16:22:00,Phone,Location 143,Category 57,Subcategory 218,Symptom 10,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-06 09:24:00,2016-11-04 09:59:00,No
INC0013226,Resolved,True,0,0,5,True,Caller 4610,Opened by  55,2016-03-30 16:45:00,Created by 30,2016-03-30 16:47:00,Updated by 928,2016-04-06 09:36:00,Phone,Location 143,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,code 6,Resolved by 215,2016-04-06 09:36:00,2016-11-04 09:59:00,No
INC0012861,Closed,False,0,0,7,False,Caller 934,Opened by  24,2016-03-30 09:02:00,Created by 13,2016-03-30 09:13:00,Updated by 908,2016-04-11 09:59:00,Phone,Location 111,Category 9,Subcategory 164,Symptom 471,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,True,Do Not Notify,code 6,Resolved by 53,2016-04-06 09:21:00,2016-11-04 09:59:00,No
INC0013732,Resolved,True,0,0,4,True,Caller 1557,Opened by  17,2016-03-31 19:18:00,,,Updated by 44,2016-04-06 09:39:00,Phone,Location 170,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 09:39:00,2016-11-04 09:59:00,No
INC0010599,Resolved,True,3,0,10,True,Caller 3153,Opened by  390,2016-03-23 14:41:00,,,Updated by 573,2016-04-06 09:23:00,Phone,Location 204,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,False,True,Do Not Notify,code 1,Resolved by 133,2016-04-06 09:23:00,2016-11-04 09:59:00,No
INC0014218,Resolved,True,1,0,4,True,Caller 4583,Opened by  17,2016-04-01 15:22:00,Created by 10,2016-04-01 15:28:00,Updated by 60,2016-04-06 09:12:00,Phone,Location 9,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-06 09:12:00,2016-11-04 09:59:00,No
INC0009894,Closed,False,1,0,16,False,Caller 251,Opened by  17,2016-03-22 10:28:00,,,Updated by 20,2016-04-11 10:06:00,Phone,Location 204,Category 57,Subcategory 170,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 7,False,True,Do Not Notify,code 6,Resolved by 6,2016-04-11 10:05:00,2016-11-04 10:06:00,No
INC0012426,Closed,False,7,0,10,False,Caller 868,Opened by  17,2016-03-29 10:44:00,Created by 10,2016-03-29 11:22:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 91,Category 26,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-06 10:01:00,2016-11-04 10:59:00,No
INC0012679,Closed,False,4,0,11,False,Caller 1643,Opened by  108,2016-03-29 16:10:00,Created by 52,2016-03-29 16:21:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 204,Category 23,Subcategory 3,Symptom 9,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-06 10:16:00,2016-11-04 10:59:00,No
INC0012707,Closed,False,0,0,4,False,Caller 2966,Opened by  17,2016-03-29 16:59:00,Created by 10,2016-03-29 17:07:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 93,Category 46,Subcategory 243,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,False,True,Do Not Notify,code 8,Resolved by 213,2016-04-06 10:21:00,2016-11-04 10:59:00,No
INC0014885,Closed,False,1,0,4,True,Caller 5153,Opened by  17,2016-04-04 12:45:00,Created by 10,2016-04-04 12:55:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 46,Category 26,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 10:27:00,2016-11-04 10:59:00,No
INC0014889,Closed,False,4,0,7,True,Caller 2367,Opened by  109,2016-04-04 12:47:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 204,Category 26,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 10:25:00,2016-11-04 10:59:00,No
INC0009914,Closed,False,1,0,13,False,Caller 1846,Opened by  301,2016-03-22 10:44:00,Created by 129,2016-03-22 10:57:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 10:35:00,2016-11-04 10:59:00,No
INC0015883,Closed,False,0,0,1,True,Caller 5422,Opened by  131,2016-04-06 10:50:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,False,False,Do Not Notify,code 7,Resolved by 66,,2016-11-04 10:59:00,No
INC0010038,Closed,False,2,0,13,False,Caller 1282,Opened by  17,2016-03-22 14:02:00,Created by 10,2016-03-22 14:11:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 108,Category 53,Subcategory 130,Symptom 592,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 10:37:00,2016-11-04 10:59:00,No
INC0014901,Closed,False,3,0,9,True,Caller 3887,Opened by  55,2016-04-04 13:18:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 249,Category 53,Subcategory 114,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 10:38:00,2016-11-04 10:59:00,No
INC0009804,Resolved,True,7,0,17,True,Caller 1175,Opened by  17,2016-03-22 08:57:00,Created by 10,2016-03-22 09:04:00,Updated by 874,2016-04-06 10:51:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-06 10:51:00,2016-11-04 10:59:00,No
INC0015873,Closed,False,0,0,2,True,Caller 5625,Opened by  17,2016-04-06 10:37:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 10:54:00,2016-11-04 10:59:00,No
INC0015839,Closed,False,0,0,2,True,Caller 2952,Opened by  17,2016-04-06 10:00:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 10:10:00,2016-11-04 10:59:00,No
INC0015842,Closed,False,0,0,1,True,Caller 3835,Opened by  62,2016-04-06 10:03:00,Created by 33,2016-04-06 10:15:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 97,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,False,Do Not Notify,code 9,Resolved by 32,2016-04-06 10:15:00,2016-11-04 10:59:00,No
INC0015836,Resolved,True,0,0,0,True,Caller 2390,Opened by  40,2016-04-06 09:55:00,,,Updated by 908,2016-04-06 09:55:00,Phone,Location 161,Category 37,Subcategory 135,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 6,Resolved by 21,,2016-11-04 10:59:00,No
INC0015835,Resolved,True,0,0,1,True,Caller 5041,Opened by  17,2016-04-06 09:55:00,,,Updated by 44,2016-04-06 10:04:00,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 10:04:00,2016-11-04 10:59:00,No
INC0015834,Resolved,True,0,0,1,True,Caller 1392,Opened by  17,2016-04-06 09:55:00,,,Updated by 44,2016-04-06 10:04:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-04-06 10:04:00,2016-11-04 10:59:00,No
INC0015838,Closed,False,0,0,3,True,Caller 1904,Opened by  180,2016-04-06 09:58:00,Created by 81,2016-04-06 09:59:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 10,Resolved by 85,2016-04-06 10:27:00,2016-11-04 10:59:00,No
INC0015848,Closed,False,0,0,2,True,Caller 3653,Opened by  17,2016-04-06 10:13:00,Created by 10,2016-04-06 10:16:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 161,Category 34,Subcategory 154,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 119,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 10:16:00,2016-11-04 10:59:00,No
INC0015812,Resolved,True,0,0,2,True,Caller 4816,Opened by  17,2016-04-06 09:28:00,,,Updated by 44,2016-04-06 10:11:00,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 10:11:00,2016-11-04 10:59:00,No
INC0015858,Closed,False,0,0,1,True,Caller 3160,Opened by  40,2016-04-06 10:24:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 204,Category 26,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 6,Resolved by 21,,2016-11-04 10:59:00,No
INC0015860,Closed,False,0,0,2,True,Caller 5504,Opened by  17,2016-04-06 10:25:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 10:27:00,2016-11-04 10:59:00,No
INC0015861,Closed,False,0,0,2,True,Caller 3270,Opened by  17,2016-04-06 10:25:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 161,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-04-06 10:27:00,2016-11-04 10:59:00,No
INC0015870,Resolved,True,0,0,2,True,Caller 5422,Opened by  17,2016-04-06 10:34:00,,,Updated by 44,2016-04-06 10:47:00,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 10:47:00,2016-11-04 10:59:00,No
INC0009745,Resolved,True,0,0,1,True,Caller 5304,Opened by  443,2016-03-22 03:27:00,Created by 192,2016-03-22 03:28:00,Updated by 526,2016-04-06 10:51:00,Phone,Location 108,Category 43,Subcategory 107,Symptom 216,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 133,False,True,Do Not Notify,code 6,Resolved by 119,2016-04-06 10:51:00,2016-11-04 10:59:00,No
INC0014840,Resolved,True,2,0,9,True,Caller 5150,Opened by  17,2016-04-04 11:54:00,Created by 10,2016-04-04 12:37:00,Updated by 614,2016-04-06 10:39:00,Phone,Location 108,Category 57,Subcategory 305,Symptom 361,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,False,True,Do Not Notify,code 11,Resolved by 143,2016-04-06 10:39:00,2016-11-04 10:59:00,No
INC0015857,Resolved,True,1,0,1,True,Caller 323,Opened by  62,2016-04-06 10:24:00,Created by 33,2016-04-06 10:32:00,Updated by 133,2016-04-06 10:33:00,Phone,Location 135,Category 37,Subcategory 144,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,True,Do Not Notify,code 9,Resolved by 32,2016-04-06 10:33:00,2016-11-04 10:59:00,No
INC0012986,Closed,False,1,0,8,False,Caller 2247,Opened by  17,2016-03-30 11:04:00,Created by 10,2016-03-30 11:21:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,code 6,Resolved by 126,2016-04-06 10:11:00,2016-11-04 10:59:00,No
INC0010285,Resolved,True,1,0,8,True,Caller 5480,Opened by  17,2016-03-23 08:16:00,Created by 10,2016-03-23 08:41:00,Updated by 44,2016-04-06 10:53:00,Phone,Location 51,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 10:53:00,2016-11-04 10:59:00,No
INC0004955,Closed,False,0,0,11,False,Caller 671,Opened by  423,2016-03-09 14:34:00,Created by 180,2016-03-09 14:37:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 108,Category 46,Subcategory 150,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,code 6,Resolved by 182,2016-04-06 10:15:00,2016-11-04 10:59:00,No
INC0013426,Closed,False,0,0,4,False,Caller 93,Opened by  62,2016-03-31 10:05:00,Created by 33,2016-03-31 10:21:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 161,Category 46,Subcategory 247,Symptom 227,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,False,True,Do Not Notify,code 1,Resolved by 213,2016-04-06 10:49:00,2016-11-04 10:59:00,No
INC0006503,Resolved,True,0,0,9,True,Caller 3377,Opened by  317,2016-03-14 09:48:00,Created by 137,2016-03-14 09:49:00,Updated by 609,2016-04-06 10:44:00,Phone,Location 199,Category 46,Subcategory 231,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,True,Do Not Notify,code 8,Resolved by 137,2016-04-06 10:44:00,2016-11-04 10:59:00,No
INC0014152,Resolved,True,0,0,3,True,Caller 3057,Opened by  386,2016-04-01 14:22:00,Created by 167,2016-04-01 14:29:00,Updated by 926,2016-04-06 10:51:00,Phone,Location 161,Category 46,Subcategory 233,,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,False,True,Do Not Notify,code 6,Resolved by 213,2016-04-06 10:51:00,2016-11-04 10:59:00,No
INC0004050,Closed,False,2,0,17,False,Caller 3206,Opened by  59,2016-03-08 09:39:00,Created by 34,2016-03-08 09:44:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 99,Category 46,Subcategory 150,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,code 6,Resolved by 182,2016-04-06 10:07:00,2016-11-04 10:59:00,No
INC0013191,Closed,False,3,0,13,False,Caller 3306,Opened by  108,2016-03-30 15:55:00,Created by 52,2016-03-30 15:56:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 96,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 09:59:00,2016-11-04 10:59:00,No
INC0001491,Resolved,True,0,0,12,True,Caller 3407,Opened by  468,2016-03-02 16:33:00,Created by 188,2016-03-02 16:37:00,Updated by 495,2016-04-06 10:56:00,Phone,Location 204,Category 45,Subcategory 150,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,True,Do Not Notify,code 6,Resolved by 125,2016-04-06 10:56:00,2016-11-04 10:59:00,No
